Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1766626423.797887,10014089,1,0
2,Payment,1766626423.799869,10010481,0,0
2,Payment,1766626423.801882,10012924,3,0
1,NewOrder,1766626423.803484,10017642,2,0
4,Delivery,1766626423.811868,10065129,0,0
2,Payment,1766626423.811907,10012061,1,0
2,Payment,1766626423.815640,10007167,3,0
2,Payment,1766626423.823589,10005809,2,0
2,Payment,1766626423.823595,10007330,3,0
2,Payment,1766626423.824674,10007843,1,0
3,OrderStatus,1766626423.829824,10005257,2,0
2,Payment,1766626423.831656,10015711,3,0
5,StockLevel,1766626423.834246,10001552,1,0
4,Delivery,1766626423.835998,10066972,2,0
3,OrderStatus,1766626423.836004,10007125,1,0
3,OrderStatus,1766626423.844188,10001106,1,0
5,StockLevel,1766626423.846082,10001069,1,0
1,NewOrder,1766626423.849084,10020182,1,0
2,Payment,1766626423.849092,10010418,3,0
1,NewOrder,1766626423.860126,10013792,3,0
2,Payment,1766626423.871005,10010093,1,0
2,Payment,1766626423.873987,10010749,3,0
2,Payment,1766626423.876172,10010577,0,0
1,NewOrder,1766626423.879859,10020780,1,0
1,NewOrder,1766626423.886454,10019570,3,0
2,Payment,1766626423.887527,10007177,0,0
2,Payment,1766626423.893893,10013897,0,0
2,Payment,1766626423.902602,10010576,1,0
1,NewOrder,1766626423.904978,10011485,2,0
1,NewOrder,1766626423.904995,10017678,3,0
2,Payment,1766626423.911010,10009935,0,0
1,NewOrder,1766626423.914964,10016631,1,0
4,Delivery,1766626423.918632,10063837,2,0
1,NewOrder,1766626423.924753,10018980,0,0
2,Payment,1766626423.924766,10010027,3,0
4,Delivery,1766626423.933468,10062556,1,0
5,StockLevel,1766626423.935446,10002090,3,0
2,Payment,1766626423.937122,10011699,3,0
1,NewOrder,1766626423.943048,10012012,0,0
4,Delivery,1766626423.949109,10067105,3,0
1,NewOrder,1766626423.955167,10014046,0,0
2,Payment,1766626423.969799,10007823,0,0
5,StockLevel,1766626423.977994,10001906,0,0
2,Payment,1766626423.982799,10007241,0,0
2,Payment,1766626423.982799,10010508,2,0
2,Payment,1766626423.990511,10009092,0,0
1,NewOrder,1766626423.994318,10019678,2,0
3,OrderStatus,1766626423.996054,10001441,1,0
3,OrderStatus,1766626423.999194,10002617,1,0
2,Payment,1766626424.002183,10007884,0,0
2,Payment,1766626424.002197,10012117,1,0
4,Delivery,1766626424.013160,10067455,0,0
1,NewOrder,1766626424.014814,10020230,1,0
2,Payment,1766626424.014814,10007743,2,0
4,Delivery,1766626424.017862,10070986,3,0
2,Payment,1766626424.025547,10007639,2,0
2,Payment,1766626424.032568,10011170,2,0
1,NewOrder,1766626424.033870,10017309,1,0
1,NewOrder,1766626424.043253,10018996,2,0
1,NewOrder,1766626424.053944,10023723,1,0
1,NewOrder,1766626424.059962,10025337,2,0
2,Payment,1766626424.077313,10014109,1,0
1,NewOrder,1766626424.081200,10022339,0,0
1,NewOrder,1766626424.085886,10026482,2,0
2,Payment,1766626424.088831,10010450,3,0
1,NewOrder,1766626424.090946,10019019,1,0
2,Payment,1766626424.097827,10014839,3,0
2,Payment,1766626424.103898,10008815,0,0
1,NewOrder,1766626424.110879,10023256,1,0
2,Payment,1766626424.112031,10013169,2,0
5,StockLevel,1766626424.114110,10000915,3,0
1,NewOrder,1766626424.114116,10015167,0,0
1,NewOrder,1766626424.115551,10024409,3,0
2,Payment,1766626424.125630,10012532,2,0
2,Payment,1766626424.129926,10012963,0,0
1,NewOrder,1766626424.133840,10018390,1,0
2,Payment,1766626424.138475,10011842,2,0
3,OrderStatus,1766626424.141497,10000230,3,0
1,NewOrder,1766626424.143323,10014805,3,0
2,Payment,1766626424.143330,10012763,0,0
1,NewOrder,1766626424.151104,10017613,2,0
1,NewOrder,1766626424.154056,10014659,1,0
5,StockLevel,1766626424.157040,10001598,0,0
2,Payment,1766626424.159394,10007273,3,0
1,NewOrder,1766626424.161001,10014945,0,0
4,Delivery,1766626424.168053,10066739,3,0
2,Payment,1766626424.168056,10011019,1,0
1,NewOrder,1766626424.172143,10018774,2,0
1,NewOrder,1766626424.177057,10019917,0,0
2,Payment,1766626424.179785,10014616,1,0
1,NewOrder,1766626424.191390,10021683,2,0
2,Payment,1766626424.195458,10012040,1,0
2,Payment,1766626424.197309,10013314,0,0
4,Delivery,1766626424.207351,10069927,1,0
2,Payment,1766626424.211081,10013196,0,0
2,Payment,1766626424.214201,10014698,2,0
3,OrderStatus,1766626424.225233,10001475,0,0
2,Payment,1766626424.227206,10010705,0,0
1,NewOrder,1766626424.230212,10024179,2,0
2,Payment,1766626424.235916,10012636,3,0
2,Payment,1766626424.238963,10013068,0,0
2,Payment,1766626424.249533,10011597,3,0
1,NewOrder,1766626424.253514,10013141,0,0
1,NewOrder,1766626424.254565,10019238,2,0
2,Payment,1766626424.261556,10009469,3,0
3,OrderStatus,1766626424.267634,10003763,0,0
2,Payment,1766626424.269594,10014548,3,0
1,NewOrder,1766626424.271768,10022704,0,0
1,NewOrder,1766626424.274558,10016644,2,0
2,Payment,1766626424.277226,10011190,1,0
2,Payment,1766626424.285247,10009585,3,0
2,Payment,1766626424.287944,10013722,1,0
2,Payment,1766626424.290052,10011638,2,0
2,Payment,1766626424.294811,10010010,0,0
2,Payment,1766626424.295898,10008910,3,0
2,Payment,1766626424.301867,10009935,1,0
1,NewOrder,1766626424.302974,10018812,2,0
2,Payment,1766626424.306546,10012457,3,0
1,NewOrder,1766626424.306556,10015264,0,0
4,Delivery,1766626424.314719,10069458,1,0
2,Payment,1766626424.318651,10013402,3,0
2,Payment,1766626424.321748,10013349,2,0
1,NewOrder,1766626424.321772,10016325,0,0
4,Delivery,1766626424.332691,10072682,3,0
1,NewOrder,1766626424.336070,10017932,2,0
4,Delivery,1766626424.340242,10068574,0,0
1,NewOrder,1766626424.354109,10023457,2,0
3,OrderStatus,1766626424.377787,10005442,2,0
2,Payment,1766626424.382838,10022812,2,0
2,Payment,1766626424.384870,10013900,1,0
2,Payment,1766626424.400238,10012069,1,0
1,NewOrder,1766626424.405001,10022287,3,0
2,Payment,1766626424.407020,10012917,2,0
4,Delivery,1766626424.409111,10076920,0,0
1,NewOrder,1766626424.411061,10020095,1,0
3,OrderStatus,1766626424.419131,10002473,2,0
2,Payment,1766626424.421166,10014345,2,0
4,Delivery,1766626424.428137,10074281,3,0
2,Payment,1766626424.431738,10010204,1,0
2,Payment,1766626424.433776,10019287,2,0
1,NewOrder,1766626424.444452,10013931,1,0
1,NewOrder,1766626424.453511,10024558,2,0
5,StockLevel,1766626424.460105,10001034,1,0
4,Delivery,1766626424.460110,10067618,1,0
2,Payment,1766626424.479305,10015401,2,0
2,Payment,1766626424.485898,10016641,0,0
2,Payment,1766626424.495371,10011168,2,0
2,Payment,1766626424.502570,10012656,3,0
1,NewOrder,1766626424.504399,10014160,0,0
2,Payment,1766626424.507464,10011518,2,0
1,NewOrder,1766626424.517415,10018048,3,0
1,NewOrder,1766626424.519408,10026842,0,0
2,Payment,1766626424.522030,10009568,2,0
2,Payment,1766626424.529127,10013385,1,0
1,NewOrder,1766626424.531128,10014981,2,0
1,NewOrder,1766626424.534104,10016290,3,0
2,Payment,1766626424.543902,10010694,1,0
1,NewOrder,1766626424.547821,10013398,2,0
1,NewOrder,1766626424.547834,10024078,0,0
4,Delivery,1766626424.549772,10081212,3,0
1,NewOrder,1766626424.554605,10027072,1,0
1,NewOrder,1766626424.561425,10024423,2,0
2,Payment,1766626424.573556,10016925,0,0
2,Payment,1766626424.581555,10017647,1,0
5,StockLevel,1766626424.586171,10003492,2,0
2,Payment,1766626424.589991,10027017,2,0
2,Payment,1766626424.591030,10039920,0,0
1,NewOrder,1766626424.598057,10032587,1,0
1,NewOrder,1766626424.617757,10015136,2,0
1,NewOrder,1766626424.629868,10018030,1,0
2,Payment,1766626424.632909,10009552,0,0
1,NewOrder,1766626424.632960,10012078,3,0
2,Payment,1766626424.635830,10009225,2,0
2,Payment,1766626424.644393,10006999,0,0
2,Payment,1766626424.646953,10009748,3,0
2,Payment,1766626424.646961,10011149,2,0
2,Payment,1766626424.649077,10010358,1,0
1,NewOrder,1766626424.651240,10017403,0,0
3,OrderStatus,1766626424.656994,10004598,3,0
1,NewOrder,1766626424.659956,10012636,2,0
1,NewOrder,1766626424.660003,10011254,1,0
2,Payment,1766626424.664007,10006238,3,0
4,Delivery,1766626424.671152,10068518,0,0
1,NewOrder,1766626424.671161,10015078,3,0
1,NewOrder,1766626424.673177,10017603,1,0
1,NewOrder,1766626424.673187,10019631,2,0
1,NewOrder,1766626424.687336,10013122,3,0
4,Delivery,1766626424.690432,10073510,1,0
5,StockLevel,1766626424.695425,10001110,2,0
2,Payment,1766626424.697467,10010046,2,0
1,NewOrder,1766626424.700309,10023792,3,0
2,Payment,1766626424.706260,10012118,2,0
1,NewOrder,1766626424.721016,10019625,2,0
2,Payment,1766626424.725090,10010052,3,0
2,Payment,1766626424.736164,10011828,3,0
2,Payment,1766626424.739877,10009670,0,0
1,NewOrder,1766626424.741274,10018714,2,0
2,Payment,1766626424.751380,10006296,3,0
2,Payment,1766626424.751386,10010928,0,0
1,NewOrder,1766626424.760432,10010340,3,0
2,Payment,1766626424.760454,10012154,2,0
1,NewOrder,1766626424.764361,10013148,0,0
1,NewOrder,1766626424.764368,10015042,1,0
1,NewOrder,1766626424.771998,10020177,3,0
2,Payment,1766626424.775057,10010995,2,0
2,Payment,1766626424.777034,10012853,0,0
1,NewOrder,1766626424.779031,10021152,1,0
5,StockLevel,1766626424.787705,10000768,2,0
2,Payment,1766626424.788785,10010289,2,0
2,Payment,1766626424.790695,10009842,0,0
3,OrderStatus,1766626424.792837,10004315,3,0
1,NewOrder,1766626424.797792,10022724,3,0
2,Payment,1766626424.801617,10007169,2,0
1,NewOrder,1766626424.801626,10015921,1,0
1,NewOrder,1766626424.803183,10019749,0,0
1,NewOrder,1766626424.811297,10013914,2,0
3,OrderStatus,1766626424.817330,10002031,1,0
1,NewOrder,1766626424.821314,10023065,1,0
2,Payment,1766626424.821324,10012810,3,0
2,Payment,1766626424.823250,10012444,0,0
4,Delivery,1766626424.827328,10074047,2,0
1,NewOrder,1766626424.833339,10026251,3,0
2,Payment,1766626424.834913,10012752,0,0
1,NewOrder,1766626424.843951,10022011,1,0
2,Payment,1766626424.848063,10016747,0,0
1,NewOrder,1766626424.859999,10023744,3,0
1,NewOrder,1766626424.864062,10021690,0,0
2,Payment,1766626424.866676,10010945,1,0
2,Payment,1766626424.877665,10011522,1,0
2,Payment,1766626424.883851,10009568,3,0
1,NewOrder,1766626424.886355,10026053,0,0
2,Payment,1766626424.889084,10010252,1,0
4,Delivery,1766626424.892144,10070647,3,0
2,Payment,1766626424.899786,10011017,1,0
1,NewOrder,1766626424.902742,10014509,2,0
1,NewOrder,1766626424.909691,10019723,1,0
4,Delivery,1766626424.911760,10071097,0,0
1,NewOrder,1766626424.916795,10023034,2,0
2,Payment,1766626424.929539,10013984,1,0
1,NewOrder,1766626424.941154,10023223,2,0
1,NewOrder,1766626424.944217,10013885,1,0
4,Delivery,1766626424.957074,10069076,1,0
1,NewOrder,1766626424.961875,10018189,3,0
3,OrderStatus,1766626424.963757,10003594,2,0
2,Payment,1766626424.968903,10013972,2,0
1,NewOrder,1766626424.980853,10020565,3,0
3,OrderStatus,1766626424.982793,10002045,2,0
2,Payment,1766626424.982801,10008922,0,0
1,NewOrder,1766626424.984892,10021011,2,0
2,Payment,1766626424.992362,10011509,0,0
1,NewOrder,1766626425.004171,10016645,3,0
1,NewOrder,1766626425.004188,10018955,0,0
2,Payment,1766626425.006362,10012460,2,0
2,Payment,1766626425.020882,10008210,2,0
1,NewOrder,1766626425.020896,10017315,3,0
2,Payment,1766626425.023633,10012604,0,0
1,NewOrder,1766626425.026766,10017816,1,0
1,NewOrder,1766626425.028578,10022549,2,0
1,NewOrder,1766626425.036187,10017747,0,0
1,NewOrder,1766626425.038322,10018660,3,0
2,Payment,1766626425.046183,10008069,1,0
1,NewOrder,1766626425.050163,10021695,2,0
2,Payment,1766626425.054925,10011256,0,0
1,NewOrder,1766626425.054935,10020006,1,0
2,Payment,1766626425.056040,10013327,3,0
1,NewOrder,1766626425.066804,10012051,0,0
1,NewOrder,1766626425.070828,10025045,2,0
1,NewOrder,1766626425.070828,10017814,3,0
1,NewOrder,1766626425.073851,10026391,1,0
2,Payment,1766626425.078374,10014405,0,0
5,StockLevel,1766626425.089266,10002787,3,0
4,Delivery,1766626425.093155,10067375,3,0
5,StockLevel,1766626425.093163,10002739,0,0
1,NewOrder,1766626425.096286,10023341,2,0
2,Payment,1766626425.098145,10007920,0,0
1,NewOrder,1766626425.100428,10015442,1,0
1,NewOrder,1766626425.108308,10017657,0,0
2,Payment,1766626425.115974,10013668,1,0
2,Payment,1766626425.118040,10011631,2,0
1,NewOrder,1766626425.125167,10023379,0,0
1,NewOrder,1766626425.130065,10021348,1,0
1,NewOrder,1766626425.131115,10013863,2,0
1,NewOrder,1766626425.147175,10019202,2,0
1,NewOrder,1766626425.149184,10021480,0,0
2,Payment,1766626425.152203,10011542,1,0
1,NewOrder,1766626425.161179,10014039,3,0
1,NewOrder,1766626425.163203,10019605,1,0
5,StockLevel,1766626425.166259,10002401,2,0
1,NewOrder,1766626425.170154,10016383,2,0
1,NewOrder,1766626425.170163,10021507,0,0
1,NewOrder,1766626425.175199,10016448,3,0
2,Payment,1766626425.181890,10013104,1,0
2,Payment,1766626425.186066,10015755,2,0
2,Payment,1766626425.193520,10011469,3,0
3,OrderStatus,1766626425.193527,9999724,0,0
1,NewOrder,1766626425.194677,10027662,0,0
2,Payment,1766626425.197545,10011234,1,0
2,Payment,1766626425.203641,10012954,2,0
2,Payment,1766626425.207695,10014932,3,0
1,NewOrder,1766626425.209244,10022155,1,0
1,NewOrder,1766626425.217339,10016543,2,0
4,Delivery,1766626425.223307,10072508,0,0
1,NewOrder,1766626425.225667,10019803,3,0
1,NewOrder,1766626425.229473,10022707,1,0
2,Payment,1766626425.235995,10013401,2,0
1,NewOrder,1766626425.247599,10015400,3,0
1,NewOrder,1766626425.250469,10017573,2,0
1,NewOrder,1766626425.252465,10020937,1,0
2,Payment,1766626425.265461,10008349,3,0
2,Payment,1766626425.269453,10009898,2,0
2,Payment,1766626425.275157,10010687,1,0
1,NewOrder,1766626425.275166,10027860,3,0
1,NewOrder,1766626425.280204,10022800,2,0
2,Payment,1766626425.285783,10013786,1,0
2,Payment,1766626425.296209,10011281,0,0
2,Payment,1766626425.299906,10018756,1,0
2,Payment,1766626425.301799,10016877,3,0
2,Payment,1766626425.303373,10011780,2,0
3,OrderStatus,1766626425.308482,10001031,0,0
1,NewOrder,1766626425.310459,10020710,0,0
1,NewOrder,1766626425.317410,10017977,2,0
1,NewOrder,1766626425.319483,10020275,1,0
1,NewOrder,1766626425.320556,10019229,3,0
2,Payment,1766626425.332461,10011797,0,0
2,Payment,1766626425.335569,10012847,2,0
5,StockLevel,1766626425.340695,10001966,1,0
2,Payment,1766626425.342698,10010235,3,0
2,Payment,1766626425.342707,10014131,1,0
2,Payment,1766626425.348545,10011887,0,0
3,OrderStatus,1766626425.348571,10005738,2,0
2,Payment,1766626425.353625,10017499,3,0
1,NewOrder,1766626425.355792,10019317,2,0
2,Payment,1766626425.355820,10011417,1,0
2,Payment,1766626425.360677,10014932,0,0
3,OrderStatus,1766626425.367270,10002612,1,0
1,NewOrder,1766626425.371330,10023460,1,0
1,NewOrder,1766626425.373363,10021455,3,0
2,Payment,1766626425.377336,10013736,2,0
1,NewOrder,1766626425.377342,10017509,0,0
2,Payment,1766626425.391184,10010937,2,0
1,NewOrder,1766626425.394049,10029075,1,0
1,NewOrder,1766626425.394055,10024915,3,0
2,Payment,1766626425.395117,10013558,0,0
1,NewOrder,1766626425.403681,10019455,2,0
1,NewOrder,1766626425.408755,10019190,0,0
1,NewOrder,1766626425.420710,10017739,3,0
1,NewOrder,1766626425.423694,10055366,1,0
1,NewOrder,1766626425.425685,10017216,2,0
1,NewOrder,1766626425.428344,10050708,0,0
1,NewOrder,1766626425.438888,10078231,3,0
2,Payment,1766626425.444894,10072593,2,0
1,NewOrder,1766626425.479748,10075220,0,0
1,NewOrder,1766626425.479843,10075270,1,0
1,NewOrder,1766626425.516960,10094777,3,0
1,NewOrder,1766626425.518046,10093369,2,0
2,Payment,1766626425.554791,10058161,0,0
1,NewOrder,1766626425.556068,10056612,1,0
2,Payment,1766626425.613591,10009013,2,0
2,Payment,1766626425.613600,10008889,3,0
1,NewOrder,1766626425.615475,10016943,1,0
1,NewOrder,1766626425.615481,10013699,0,0
2,Payment,1766626425.623307,10010666,3,0
1,NewOrder,1766626425.625199,10009644,2,0
1,NewOrder,1766626425.632137,10009396,0,0
2,Payment,1766626425.634162,10006091,1,0
1,NewOrder,1766626425.636131,10013281,3,0
2,Payment,1766626425.636138,10006927,2,0
2,Payment,1766626425.637816,10013174,1,0
2,Payment,1766626425.641768,10010969,0,0
2,Payment,1766626425.643530,10013404,2,0
2,Payment,1766626425.649498,10009448,3,0
2,Payment,1766626425.651275,10011656,1,0
1,NewOrder,1766626425.653282,10014581,0,0
1,NewOrder,1766626425.656508,10014601,2,0
1,NewOrder,1766626425.658268,10015598,3,0
2,Payment,1766626425.665411,10006004,1,0
1,NewOrder,1766626425.667298,10014779,0,0
1,NewOrder,1766626425.673478,10010558,2,0
1,NewOrder,1766626425.673485,10019123,1,0
1,NewOrder,1766626425.673492,10015308,3,0
2,Payment,1766626425.682972,10008673,0,0
1,NewOrder,1766626425.685594,10018979,2,0
1,NewOrder,1766626425.688635,10014100,3,0
2,Payment,1766626425.690538,10009660,0,0
1,NewOrder,1766626425.692560,10015311,1,0
2,Payment,1766626425.699648,10009645,0,0
1,NewOrder,1766626425.702609,10020188,3,0
1,NewOrder,1766626425.706593,10019538,2,0
1,NewOrder,1766626425.709158,10013640,1,0
3,OrderStatus,1766626425.709172,10001147,0,0
2,Payment,1766626425.712316,10009416,0,0
1,NewOrder,1766626425.721292,10020972,0,0
1,NewOrder,1766626425.722522,10012469,1,0
1,NewOrder,1766626425.724365,10014657,3,0
5,StockLevel,1766626425.726288,10002677,2,0
1,NewOrder,1766626425.728283,10012524,2,0
2,Payment,1766626425.733266,10012735,1,0
2,Payment,1766626425.740762,10010499,3,0
1,NewOrder,1766626425.740789,10015465,2,0
2,Payment,1766626425.742789,10010331,0,0
2,Payment,1766626425.744781,10010118,1,0
1,NewOrder,1766626425.750926,10019443,3,0
5,StockLevel,1766626425.752857,10002705,0,0
1,NewOrder,1766626425.755780,10023046,0,0
3,OrderStatus,1766626425.755780,10000493,1,0
1,NewOrder,1766626425.757785,10021012,1,0
2,Payment,1766626425.757785,10006827,2,0
2,Payment,1766626425.764041,10013349,2,0
2,Payment,1766626425.770923,10009534,3,0
1,NewOrder,1766626425.778441,10018966,2,0
2,Payment,1766626425.781363,10011543,0,0
1,NewOrder,1766626425.781363,10018211,1,0
5,StockLevel,1766626425.781363,10001876,3,0
2,Payment,1766626425.786057,10005392,3,0
2,Payment,1766626425.792065,10009633,3,0
5,StockLevel,1766626425.793111,10002311,0,0
2,Payment,1766626425.796037,10007961,0,0
2,Payment,1766626425.796042,10009952,2,0
1,NewOrder,1766626425.801269,10017920,1,0
2,Payment,1766626425.803000,10008522,3,0
2,Payment,1766626425.804588,10012995,0,0
2,Payment,1766626425.805894,10009691,2,0
2,Payment,1766626425.813581,10007893,3,0
3,OrderStatus,1766626425.815591,10004217,2,0
1,NewOrder,1766626425.817487,10016366,0,0
5,StockLevel,1766626425.819655,10001878,1,0
3,OrderStatus,1766626425.822644,9998913,2,0
2,Payment,1766626425.822658,10009510,3,0
1,NewOrder,1766626425.825650,10010247,1,0
1,NewOrder,1766626425.825651,10010206,2,0
2,Payment,1766626425.834161,10006913,3,0
2,Payment,1766626425.834169,10012941,0,0
1,NewOrder,1766626425.835890,10021345,2,0
2,Payment,1766626425.835901,10013254,1,0
1,NewOrder,1766626425.840011,10013308,3,0
2,Payment,1766626425.848971,10010422,0,0
2,Payment,1766626425.850025,10011417,1,0
1,NewOrder,1766626425.854978,10011697,3,0
1,NewOrder,1766626425.858140,10018030,2,0
1,NewOrder,1766626425.860031,10018385,0,0
1,NewOrder,1766626425.862044,10018219,1,0
3,OrderStatus,1766626425.867722,10004802,3,0
2,Payment,1766626425.872758,10011536,3,0
2,Payment,1766626425.874756,10012281,2,0
1,NewOrder,1766626425.878697,10016996,0,0
1,NewOrder,1766626425.880683,10017101,1,0
1,NewOrder,1766626425.885735,10015214,3,0
2,Payment,1766626425.885752,10012414,2,0
3,OrderStatus,1766626425.896767,10000278,0,0
3,OrderStatus,1766626425.896789,10001703,0,0
1,NewOrder,1766626425.899772,10016349,1,0
2,Payment,1766626425.899783,10008163,2,0
1,NewOrder,1766626425.899792,10013189,0,0
2,Payment,1766626425.902821,10007263,3,0
1,NewOrder,1766626425.908782,10020024,2,0
1,NewOrder,1766626425.911772,10014922,3,0
2,Payment,1766626425.913814,10009161,0,0
2,Payment,1766626425.915816,10013385,1,0
1,NewOrder,1766626425.922863,10020521,0,0
1,NewOrder,1766626425.928514,10016788,3,0
2,Payment,1766626425.932454,10009291,1,0
1,NewOrder,1766626425.932454,10010867,2,0
2,Payment,1766626425.942124,10009029,1,0
1,NewOrder,1766626425.944009,10015351,0,0
2,Payment,1766626425.944009,10013236,2,0
1,NewOrder,1766626425.945066,10021344,3,0
2,Payment,1766626425.950977,10012516,1,0
1,NewOrder,1766626425.956199,10019587,2,0
2,Payment,1766626425.960191,10009185,0,0
2,Payment,1766626425.964346,10008751,1,0
3,OrderStatus,1766626425.967157,10001261,3,0
4,Delivery,1766626425.970235,10073655,3,0
2,Payment,1766626425.970272,10008535,0,0
2,Payment,1766626425.973234,10012491,1,0
1,NewOrder,1766626425.976215,10017670,2,0
1,NewOrder,1766626425.978150,10023003,0,0
2,Payment,1766626425.984288,10014708,1,0
2,Payment,1766626425.994588,10014275,2,0
4,Delivery,1766626426.000652,10073340,1,0
1,NewOrder,1766626426.003619,10015086,0,0
1,NewOrder,1766626426.010029,10013903,2,0
4,Delivery,1766626426.020038,10070486,0,0
5,StockLevel,1766626426.023689,10004482,2,0
4,Delivery,1766626426.030704,10067792,2,0
1,NewOrder,1766626426.044478,10020585,3,0
1,NewOrder,1766626426.062990,10024244,3,0
2,Payment,1766626426.073967,10010093,1,0
1,NewOrder,1766626426.084350,10020280,1,0
2,Payment,1766626426.089265,10013018,3,0
2,Payment,1766626426.091205,10013777,0,0
2,Payment,1766626426.099183,10013696,2,0
1,NewOrder,1766626426.103229,10020550,3,0
2,Payment,1766626426.103238,10017311,1,0
2,Payment,1766626426.105181,10012366,0,0
5,StockLevel,1766626426.113282,10002085,2,0
5,StockLevel,1766626426.115793,10002114,2,0
2,Payment,1766626426.117895,10011550,0,0
3,OrderStatus,1766626426.117905,10006916,2,0
1,NewOrder,1766626426.121933,10013294,1,0
1,NewOrder,1766626426.121940,10020203,3,0
3,OrderStatus,1766626426.126823,9999753,2,0
1,NewOrder,1766626426.126837,10021992,2,0
4,Delivery,1766626426.128880,10071703,0,0
1,NewOrder,1766626426.136369,10018010,1,0
1,NewOrder,1766626426.142581,10018152,3,0
2,Payment,1766626426.148176,10016474,2,0
2,Payment,1766626426.153150,10014190,1,0
1,NewOrder,1766626426.161119,10020284,3,0
1,NewOrder,1766626426.166238,10014943,2,0
2,Payment,1766626426.168269,10009342,1,0
4,Delivery,1766626426.178801,10069508,1,0
1,NewOrder,1766626426.178822,10024981,2,0
2,Payment,1766626426.182945,10014449,3,0
2,Payment,1766626426.198561,10008849,3,0
1,NewOrder,1766626426.200470,10021191,0,0
1,NewOrder,1766626426.203482,10021600,2,0
3,OrderStatus,1766626426.209539,10003599,3,0
1,NewOrder,1766626426.213243,10016646,3,0
2,Payment,1766626426.223124,10010639,0,0
2,Payment,1766626426.226151,10011269,2,0
1,NewOrder,1766626426.226164,10018207,3,0
1,NewOrder,1766626426.235242,10016677,0,0
4,Delivery,1766626426.239842,10064612,2,0
1,NewOrder,1766626426.245668,10015087,3,0
1,NewOrder,1766626426.250473,10016064,1,0
1,NewOrder,1766626426.252507,10019503,0,0
1,NewOrder,1766626426.261393,10020262,3,0
1,NewOrder,1766626426.266506,10022903,1,0
3,OrderStatus,1766626426.273306,10000470,0,0
2,Payment,1766626426.276215,10009534,0,0
2,Payment,1766626426.282257,10011787,3,0
1,NewOrder,1766626426.284387,10023474,0,0
1,NewOrder,1766626426.287959,10019902,1,0
1,NewOrder,1766626426.293130,10025212,3,0
2,Payment,1766626426.304814,10010000,2,0
1,NewOrder,1766626426.306816,10022995,1,0
1,NewOrder,1766626426.308818,10016439,0,0
1,NewOrder,1766626426.314837,10018564,2,0
1,NewOrder,1766626426.316864,10021111,3,0
2,Payment,1766626426.324926,10013852,0,0
2,Payment,1766626426.329862,10011703,1,0
2,Payment,1766626426.334611,10015181,2,0
2,Payment,1766626426.337623,10019941,3,0
2,Payment,1766626426.339263,10014383,0,0
1,NewOrder,1766626426.341286,10022129,1,0
1,NewOrder,1766626426.351219,10021113,2,0
2,Payment,1766626426.351232,10021760,0,0
3,OrderStatus,1766626426.358301,10000799,3,0
1,NewOrder,1766626426.360254,10027649,3,0
2,Payment,1766626426.364481,10015982,1,0
2,Payment,1766626426.373118,10015209,2,0
2,Payment,1766626426.374983,10020025,0,0
1,NewOrder,1766626426.383065,10018935,1,0
1,NewOrder,1766626426.389812,10024931,3,0
1,NewOrder,1766626426.389828,10024803,2,0
2,Payment,1766626426.395737,10013010,0,0
2,Payment,1766626426.404179,10012064,1,0
2,Payment,1766626426.408131,10008035,0,0
4,Delivery,1766626426.414335,10067965,2,0
1,NewOrder,1766626426.416231,10018514,3,0
1,NewOrder,1766626426.418216,10017781,0,0
2,Payment,1766626426.418226,10007749,1,0
2,Payment,1766626426.424451,10013497,1,0
1,NewOrder,1766626426.433891,10014542,3,0
2,Payment,1766626426.433899,10010444,0,0
1,NewOrder,1766626426.437488,10017358,1,0
2,Payment,1766626426.445414,10008524,0,0
2,Payment,1766626426.448504,10008523,3,0
2,Payment,1766626426.452369,10010561,0,0
3,OrderStatus,1766626426.457508,9998924,1,0
1,NewOrder,1766626426.457525,10015600,1,0
1,NewOrder,1766626426.459443,10013662,3,0
3,OrderStatus,1766626426.463045,10001426,0,0
1,NewOrder,1766626426.465024,10014876,0,0
5,StockLevel,1766626426.474264,10001757,3,0
1,NewOrder,1766626426.476060,10013060,1,0
2,Payment,1766626426.478062,10006258,3,0
5,StockLevel,1766626426.480117,10002183,0,0
1,NewOrder,1766626426.484194,10012420,0,0
1,NewOrder,1766626426.484194,10017179,2,0
1,NewOrder,1766626426.486143,10012025,3,0
2,Payment,1766626426.489022,10011245,1,0
1,NewOrder,1766626426.497685,10017007,0,0
2,Payment,1766626426.500586,10007017,3,0
1,NewOrder,1766626426.500603,10019561,1,0
1,NewOrder,1766626426.503654,10014584,2,0
2,Payment,1766626426.508663,10007776,3,0
2,Payment,1766626426.514663,10012317,0,0
1,NewOrder,1766626426.516913,10018153,3,0
5,StockLevel,1766626426.518995,10001375,2,0
1,NewOrder,1766626426.520606,10012939,1,0
4,Delivery,1766626426.521658,10059674,2,0
1,NewOrder,1766626426.529427,10011254,0,0
2,Payment,1766626426.534400,10009758,1,0
4,Delivery,1766626426.535938,10061465,3,0
5,StockLevel,1766626426.541956,10001010,0,0
2,Payment,1766626426.544937,10010887,0,0
2,Payment,1766626426.544946,10016247,1,0
3,OrderStatus,1766626426.557499,10000475,0,0
2,Payment,1766626426.557506,10012279,0,0
2,Payment,1766626426.562585,10008926,1,0
